file_name,harmonic,closeness_centrality,pagerank,degree_centrality,betweenness_centrality,all_subgraphs
es_gsd-ud-train_3495.graphml,0,0,0,0,0,0
es_gsd-ud-train_5840.graphml,3,4,3,3,3,3
es_gsd-ud-train_10827.graphml,1,1,0,0,1,1
es_gsd-ud-train_821.graphml,1,1,0,0,1,1
es_gsd-ud-train_8540.graphml,0,0,0,0,0,0
es_gsd-ud-train_2095.graphml,0,1,0,0,0,0
es_gsd-ud-train_959.graphml,0,0,0,0,0,0
es_gsd-ud-train_1287.graphml,1,1,1,1,1,1
es_gsd-ud-train_2874.graphml,1,1,1,1,1,1
es_gsd-ud-train_9132.graphml,1,1,1,1,1,1
es_gsd-ud-train_8438.graphml,1,1,1,1,1,1
es_gsd-ud-train_5832.graphml,0,0,3,0,0,1
es_gsd-ud-train_8550.graphml,3,3,4,3,3,3
es_gsd-ud-train_2085.graphml,0,0,2,0,0,0
es_gsd-ud-train_831.graphml,0,0,0,0,0,0
es_gsd-ud-train_10837.graphml,1,1,2,2,1,1
es_gsd-ud-train_9122.graphml,1,1,0,0,1,1
es_gsd-ud-train_5822.graphml,3,3,4,3,3,3
es_gsd-ud-train_8428.graphml,3,2,1,1,2,2
es_gsd-ud-train_949.graphml,1,1,1,1,1,1
es_gsd-ud-train_1297.graphml,0,0,2,0,0,0
es_gsd-ud-train_2864.graphml,1,0,1,1,1,0
es_gsd-ud-train_13481.graphml,0,0,0,0,0,0
es_gsd-ud-train_5686.graphml,0,0,2,0,0,0
es_gsd-ud-train_8315.graphml,0,0,0,0,0,0
es_gsd-ud-train_12812.graphml,1,1,2,2,1,1
es_gsd-ud-train_7807.graphml,0,1,0,0,1,1
es_gsd-ud-train_10693.graphml,1,1,3,3,1,1
es_gsd-ud-train_9767.graphml,1,0,1,1,1,0
es_gsd-ud-train_695.graphml,0,0,0,0,0,0
es_gsd-ud-train_6494.graphml,1,1,2,1,1,1
es_gsd-ud-train_11399.graphml,2,1,2,2,1,1
es_gsd-ud-train_12802.graphml,0,0,1,0,0,0
es_gsd-ud-train_8305.graphml,1,1,1,1,1,1
es_gsd-ud-train_13491.graphml,0,0,0,0,0,0
es_gsd-ud-train_5696.graphml,3,3,3,3,3,3
es_gsd-ud-train_685.graphml,2,2,2,2,2,2
es_gsd-ud-train_10683.graphml,2,2,2,2,2,2
es_gsd-ud-train_9777.graphml,3,2,3,3,3,2
es_gsd-ud-train_11389.graphml,1,1,3,1,1,1
es_gsd-ud-train_6484.graphml,0,0,0,0,0,0
es_gsd-ud-train_7817.graphml,0,0,1,1,0,1
es_gsd-ud-train_8073.graphml,0,0,0,0,0,0
es_gsd-ud-train_11187.graphml,0,1,2,2,1,1
es_gsd-ud-train_4973.graphml,1,1,2,2,1,1
es_gsd-ud-train_7380.graphml,0,0,0,0,0,0
es_gsd-ud-train_9579.graphml,2,2,2,2,2,2
es_gsd-ud-train_3935.graphml,0,0,1,0,0,0
es_gsd-ud-train_9401.graphml,0,0,0,0,0,0
es_gsd-ud-train_5498.graphml,1,1,1,0,1,1
es_gsd-ud-train_11966.graphml,1,3,1,1,1,2
es_gsd-ud-train_8892.graphml,3,3,0,0,3,3
es_gsd-ud-train_12395.graphml,1,1,0,0,1,1
es_gsd-ud-train_4192.graphml,0,0,2,0,0,0
es_gsd-ud-train_3925.graphml,0,0,0,0,0,0
es_gsd-ud-train_8063.graphml,2,2,3,3,2,2
es_gsd-ud-train_11197.graphml,2,2,2,2,2,2
es_gsd-ud-train_9569.graphml,0,0,0,0,0,0
es_gsd-ud-train_4963.graphml,1,1,1,1,1,1
es_gsd-ud-train_7390.graphml,2,2,2,2,2,2
es_gsd-ud-train_11976.graphml,1,1,2,0,1,1
es_gsd-ud-train_12385.graphml,1,0,0,0,0,0
es_gsd-ud-train_8882.graphml,1,0,1,1,1,0
es_gsd-ud-train_5488.graphml,1,1,0,0,1,1
es_gsd-ud-train_4182.graphml,1,0,1,1,1,1
es_gsd-ud-train_9411.graphml,0,0,1,0,0,0
es_gsd-ud-train_1900.graphml,2,1,2,2,2,1
es_gsd-ud-train_8626.graphml,2,2,2,2,2,2
es_gsd-ud-train_6946.graphml,0,0,6,1,0,0
es_gsd-ud-train_1099.graphml,0,0,1,0,0,0
es_gsd-ud-train_1878.graphml,0,0,0,0,0,0
es_gsd-ud-train_3781.graphml,1,0,3,3,1,0
es_gsd-ud-train_13953.graphml,2,2,4,1,2,2
es_gsd-ud-train_9254.graphml,0,0,0,0,0,0
es_gsd-ud-train_1089.graphml,0,0,0,0,0,0
es_gsd-ud-train_6956.graphml,1,1,0,0,1,1
es_gsd-ud-train_1910.graphml,1,1,0,0,1,1
es_gsd-ud-train_8636.graphml,0,0,0,0,0,0
es_gsd-ud-train_1868.graphml,1,1,1,1,1,1
es_gsd-ud-train_3791.graphml,2,2,2,2,2,2
es_gsd-ud-train_9244.graphml,0,0,0,0,0,0
es_gsd-ud-train_13943.graphml,1,1,1,1,1,1
es_gsd-ud-train_4053.graphml,0,2,0,0,2,1
es_gsd-ud-train_8953.graphml,0,1,2,0,0,1
es_gsd-ud-train_12254.graphml,0,0,0,0,0,0
es_gsd-ud-train_1675.graphml,1,1,1,1,1,1
es_gsd-ud-train_5559.graphml,1,1,1,1,1,1
es_gsd-ud-train_432.graphml,1,0,0,0,1,1
es_gsd-ud-train_7339.graphml,0,0,0,0,0,0
es_gsd-ud-train_10434.graphml,0,0,0,0,0,0
es_gsd-ud-train_3015.graphml,0,1,0,0,1,1
es_gsd-ud-train_6633.graphml,0,0,0,0,0,0
es_gsd-ud-train_13626.graphml,2,1,1,1,1,1
es_gsd-ud-train_5421.graphml,0,0,0,0,0,0
es_gsd-ud-train_7241.graphml,0,0,0,0,0,0
es_gsd-ud-train_11046.graphml,2,2,2,2,2,2
es_gsd-ud-train_2467.graphml,4,2,1,1,4,3
es_gsd-ud-train_10424.graphml,0,0,0,0,0,0
es_gsd-ud-train_3005.graphml,1,0,1,1,1,1
es_gsd-ud-train_422.graphml,3,2,3,3,2,2
es_gsd-ud-train_7329.graphml,0,1,0,0,1,1
es_gsd-ud-train_6623.graphml,4,4,4,4,4,4
es_gsd-ud-train_4043.graphml,1,1,1,1,1,1
es_gsd-ud-train_5549.graphml,2,2,4,4,2,2
es_gsd-ud-train_12244.graphml,0,0,0,0,0,0
es_gsd-ud-train_8943.graphml,2,2,2,2,2,2
es_gsd-ud-train_1665.graphml,4,2,6,6,2,3
es_gsd-ud-train_7251.graphml,1,1,1,1,1,1
es_gsd-ud-train_11056.graphml,2,2,0,0,2,2
es_gsd-ud-train_2477.graphml,0,1,0,0,0,0
es_gsd-ud-train_13636.graphml,2,1,2,2,2,1
es_gsd-ud-train_5431.graphml,0,0,1,0,0,0
es_gsd-ud-train_4606.graphml,2,2,2,2,2,2
es_gsd-ud-train_1020.graphml,0,0,0,0,0,0
es_gsd-ud-train_12401.graphml,0,0,0,0,0,0
es_gsd-ud-train_3640.graphml,1,1,1,1,1,1
es_gsd-ud-train_13892.graphml,0,0,0,0,0,0
es_gsd-ud-train_9395.graphml,2,2,3,3,2,2
es_gsd-ud-train_10261.graphml,1,2,1,1,2,2
es_gsd-ud-train_267.graphml,3,0,3,3,0,0
es_gsd-ud-train_6066.graphml,0,0,1,1,0,0
es_gsd-ud-train_13073.graphml,0,0,1,0,0,0
es_gsd-ud-train_1158.graphml,0,0,0,0,0,0
es_gsd-ud-train_12579.graphml,2,1,2,2,1,1
es_gsd-ud-train_6887.graphml,0,0,0,0,0,0
es_gsd-ud-train_5274.graphml,3,3,2,2,3,3
es_gsd-ud-train_7414.graphml,1,1,1,1,1,1
es_gsd-ud-train_24.graphml,0,0,0,0,0,0
es_gsd-ud-train_14035.graphml,0,1,0,0,0,1
es_gsd-ud-train_3738.graphml,0,0,1,0,0,0
es_gsd-ud-train_10319.graphml,1,1,1,1,1,1
es_gsd-ud-train_2232.graphml,1,1,1,1,1,1
es_gsd-ud-train_11613.graphml,2,2,3,0,2,2
es_gsd-ud-train_277.graphml,2,2,3,3,2,2
es_gsd-ud-train_3650.graphml,1,1,3,0,1,1
es_gsd-ud-train_9385.graphml,2,2,0,0,2,2
es_gsd-ud-train_13882.graphml,1,1,1,1,1,1
es_gsd-ud-train_10271.graphml,0,0,1,0,0,0
es_gsd-ud-train_6076.graphml,0,0,1,0,0,0
es_gsd-ud-train_4616.graphml,0,0,1,0,0,0
es_gsd-ud-train_1030.graphml,0,1,0,0,1,1
es_gsd-ud-train_12411.graphml,1,1,0,0,1,1
es_gsd-ud-train_3728.graphml,1,1,1,1,1,1
es_gsd-ud-train_10309.graphml,0,0,0,0,0,0
es_gsd-ud-train_34.graphml,2,2,0,0,2,2
es_gsd-ud-train_7404.graphml,0,0,0,0,0,0
es_gsd-ud-train_14025.graphml,0,0,0,0,0,0
es_gsd-ud-train_2222.graphml,2,1,0,0,2,2
es_gsd-ud-train_11603.graphml,0,1,2,0,2,1
es_gsd-ud-train_13063.graphml,0,0,0,0,0,0
es_gsd-ud-train_6897.graphml,3,2,4,1,1,2
es_gsd-ud-train_5264.graphml,0,0,0,0,0,0
es_gsd-ud-train_1148.graphml,2,2,1,1,2,2
es_gsd-ud-train_12569.graphml,1,1,0,0,1,1
es_gsd-ud-train_6300.graphml,2,2,3,2,2,2
es_gsd-ud-train_10107.graphml,2,2,2,2,2,2
es_gsd-ud-train_3526.graphml,0,0,0,0,0,0
es_gsd-ud-train_101.graphml,0,0,1,0,0,0
es_gsd-ud-train_12767.graphml,0,0,0,0,0,0
es_gsd-ud-train_1346.graphml,0,0,1,1,0,0
es_gsd-ud-train_898.graphml,1,1,1,1,1,1
es_gsd-ud-train_4560.graphml,0,0,1,0,0,0
es_gsd-ud-train_11575.graphml,1,1,0,0,1,1
es_gsd-ud-train_8481.graphml,1,1,0,0,1,1
es_gsd-ud-train_2154.graphml,4,2,4,0,2,2
es_gsd-ud-train_6278.graphml,0,0,1,0,0,0
es_gsd-ud-train_7772.graphml,0,0,2,0,0,0
es_gsd-ud-train_5112.graphml,0,0,0,0,0,0
es_gsd-ud-train_4418.graphml,0,0,0,0,0,0
es_gsd-ud-train_13315.graphml,0,0,1,0,0,0
es_gsd-ud-train_9812.graphml,1,1,3,0,1,1
es_gsd-ud-train_12777.graphml,0,0,0,0,0,0
es_gsd-ud-train_1356.graphml,0,0,1,0,0,0
es_gsd-ud-train_888.graphml,0,0,1,0,0,0
es_gsd-ud-train_4570.graphml,1,1,1,1,1,1
es_gsd-ud-train_6310.graphml,2,2,2,2,2,2
es_gsd-ud-train_111.graphml,1,1,1,1,1,1
es_gsd-ud-train_10117.graphml,1,1,0,0,1,1
es_gsd-ud-train_3536.graphml,2,2,2,2,2,2
es_gsd-ud-train_5102.graphml,2,1,2,2,1,1
es_gsd-ud-train_9802.graphml,2,0,2,2,1,1
es_gsd-ud-train_13305.graphml,2,2,5,2,2,2
es_gsd-ud-train_4408.graphml,4,3,4,4,4,3
es_gsd-ud-train_6268.graphml,0,0,0,0,0,0
es_gsd-ud-train_11565.graphml,2,2,5,3,2,2
es_gsd-ud-train_8491.graphml,0,0,0,0,0,0
es_gsd-ud-train_2144.graphml,0,0,0,0,0,0
es_gsd-ud-train_7762.graphml,4,3,4,4,4,3
es_gsd-ud-train_2679.graphml,3,2,3,3,2,2
es_gsd-ud-train_11258.graphml,1,1,2,2,1,1
es_gsd-ud-train_6555.graphml,1,1,1,1,1,1
es_gsd-ud-train_754.graphml,1,1,1,1,1,1
es_gsd-ud-train_3373.graphml,1,1,1,1,1,1
es_gsd-ud-train_10752.graphml,1,1,1,1,1,1
es_gsd-ud-train_1513.graphml,2,2,2,2,2,2
es_gsd-ud-train_12132.graphml,0,0,0,0,0,0
es_gsd-ud-train_4335.graphml,2,1,0,0,2,2
es_gsd-ud-train_13438.graphml,1,1,1,1,0,0
es_gsd-ud-train_2701.graphml,1,1,2,1,1,1
es_gsd-ud-train_11320.graphml,1,0,1,0,0,1
es_gsd-ud-train_7127.graphml,0,0,0,0,0,0
es_gsd-ud-train_5747.graphml,1,1,0,0,1,1
es_gsd-ud-train_13540.graphml,0,0,0,0,0,0
es_gsd-ud-train_1503.graphml,2,2,4,4,2,2
es_gsd-ud-train_12122.graphml,1,0,1,1,1,0
es_gsd-ud-train_13428.graphml,0,0,0,0,0,0
es_gsd-ud-train_4325.graphml,2,1,0,0,2,1
es_gsd-ud-train_6545.graphml,0,0,1,0,0,0
es_gsd-ud-train_2669.graphml,0,0,1,0,0,0
es_gsd-ud-train_11248.graphml,1,0,1,1,0,0
es_gsd-ud-train_3363.graphml,0,1,1,0,0,0
es_gsd-ud-train_10742.graphml,3,2,3,3,3,2
es_gsd-ud-train_744.graphml,0,0,1,1,0,0
es_gsd-ud-train_5757.graphml,1,1,0,0,1,1
es_gsd-ud-train_13550.graphml,3,3,3,3,3,3
es_gsd-ud-train_2711.graphml,1,1,1,1,1,1
es_gsd-ud-train_11330.graphml,0,0,2,0,1,1
es_gsd-ud-train_7137.graphml,1,1,1,1,1,1
es_gsd-ud-train_9642.graphml,1,0,1,1,1,0
es_gsd-ud-train_3397.graphml,0,0,1,1,0,0
es_gsd-ud-train_8348.graphml,1,1,1,1,1,1
es_gsd-ud-train_7922.graphml,0,0,0,0,0,0
es_gsd-ud-train_8230.graphml,6,4,6,6,6,5
es_gsd-ud-train_12937.graphml,0,0,2,0,0,0
es_gsd-ud-train_7932.graphml,0,0,2,0,0,0
es_gsd-ud-train_9652.graphml,0,0,0,0,0,0
es_gsd-ud-train_3387.graphml,1,1,0,0,1,1
es_gsd-ud-train_8358.graphml,0,0,1,1,0,0
es_gsd-ud-train_12927.graphml,2,1,2,2,1,1
es_gsd-ud-train_8220.graphml,1,1,2,1,1,1
es_gsd-ud-train_9017.graphml,0,1,0,0,2,1
es_gsd-ud-train_5917.graphml,1,0,1,1,0,0
es_gsd-ud-train_13289.graphml,0,0,0,0,0,0
es_gsd-ud-train_4584.graphml,2,2,3,2,2,2
es_gsd-ud-train_2951.graphml,0,0,0,0,0,0
es_gsd-ud-train_12783.graphml,1,0,5,0,1,0
es_gsd-ud-train_7796.graphml,0,0,0,0,0,0
es_gsd-ud-train_8465.graphml,1,1,1,1,1,1
es_gsd-ud-train_11591.graphml,2,2,0,0,2,2
es_gsd-ud-train_904.graphml,0,1,0,0,1,1
es_gsd-ud-train_10902.graphml,1,1,1,1,1,1
es_gsd-ud-train_2829.graphml,1,1,2,0,1,1
es_gsd-ud-train_4594.graphml,0,1,0,0,2,1
es_gsd-ud-train_13299.graphml,3,2,3,3,3,3
es_gsd-ud-train_2941.graphml,0,0,0,0,0,0
es_gsd-ud-train_12793.graphml,3,2,3,3,2,2
es_gsd-ud-train_9007.graphml,2,2,1,1,2,2
es_gsd-ud-train_5907.graphml,1,3,1,1,4,3
es_gsd-ud-train_10912.graphml,0,0,0,0,0,0
es_gsd-ud-train_914.graphml,1,1,1,1,1,1
es_gsd-ud-train_2839.graphml,0,0,0,0,0,0
es_gsd-ud-train_7786.graphml,0,0,4,0,0,0
es_gsd-ud-train_8475.graphml,2,2,3,2,2,2
es_gsd-ud-train_11581.graphml,0,1,0,0,1,1
es_gsd-ud-train_6082.graphml,0,0,0,0,0,0
es_gsd-ud-train_10285.graphml,0,1,0,0,1,1
es_gsd-ud-train_13876.graphml,1,0,1,1,0,0
es_gsd-ud-train_9371.graphml,0,1,0,0,1,1
es_gsd-ud-train_283.graphml,1,1,0,0,1,1
es_gsd-ud-train_7588.graphml,1,1,1,1,1,1
es_gsd-ud-train_5290.graphml,0,1,0,0,0,1
es_gsd-ud-train_6863.graphml,1,1,1,1,1,1
es_gsd-ud-train_13097.graphml,1,1,2,1,1,1
es_gsd-ud-train_8703.graphml,3,3,1,1,3,3
es_gsd-ud-train_1825.graphml,1,1,1,0,1,1
es_gsd-ud-train_9209.graphml,0,2,0,0,2,2
es_gsd-ud-train_6092.graphml,1,0,1,1,1,0
es_gsd-ud-train_293.graphml,0,1,0,0,0,0
es_gsd-ud-train_7598.graphml,1,1,1,1,1,1
es_gsd-ud-train_10295.graphml,2,2,3,2,2,2
es_gsd-ud-train_9361.graphml,0,0,0,0,0,0
es_gsd-ud-train_13866.graphml,2,1,2,2,2,2
es_gsd-ud-train_8713.graphml,0,0,0,0,0,0
es_gsd-ud-train_1835.graphml,0,0,1,0,0,0
es_gsd-ud-train_9219.graphml,1,1,1,1,1,1
es_gsd-ud-train_5280.graphml,3,2,3,3,2,2
es_gsd-ud-train_6873.graphml,1,1,4,4,1,1
es_gsd-ud-train_13087.graphml,0,0,1,0,0,0
es_gsd-ud-train_1691.graphml,1,1,1,1,1,1
es_gsd-ud-train_11843.graphml,0,0,1,0,0,0
es_gsd-ud-train_3968.graphml,2,0,2,2,0,0
es_gsd-ud-train_9524.graphml,1,1,1,1,1,1
es_gsd-ud-train_3810.graphml,3,2,0,0,3,2
es_gsd-ud-train_2483.graphml,1,3,1,1,3,2
es_gsd-ud-train_8156.graphml,0,0,0,0,0,0
es_gsd-ud-train_3189.graphml,2,1,2,2,1,1
es_gsd-ud-train_4856.graphml,2,2,0,0,2,2
es_gsd-ud-train_9534.graphml,0,0,0,0,0,0
es_gsd-ud-train_1681.graphml,0,0,0,0,0,0
es_gsd-ud-train_11853.graphml,1,1,2,1,1,1
es_gsd-ud-train_3978.graphml,1,1,2,1,1,1
es_gsd-ud-train_2493.graphml,0,0,1,0,0,0
es_gsd-ud-train_8146.graphml,2,2,2,2,2,2
es_gsd-ud-train_4846.graphml,1,1,2,1,1,1
es_gsd-ud-train_3199.graphml,0,0,0,0,1,0
es_gsd-ud-train_3800.graphml,1,1,1,1,1,1
es_gsd-ud-train_14110.graphml,0,1,0,0,1,1
es_gsd-ud-train_7531.graphml,0,0,1,0,0,0
es_gsd-ud-train_11736.graphml,1,1,1,1,1,1
es_gsd-ud-train_2317.graphml,0,0,0,0,0,0
es_gsd-ud-train_13156.graphml,1,0,1,1,0,0
es_gsd-ud-train_5351.graphml,1,1,5,5,1,1
es_gsd-ud-train_342.graphml,1,1,0,0,1,1
es_gsd-ud-train_14068.graphml,1,0,1,1,0,0
es_gsd-ud-train_7449.graphml,0,0,0,0,0,0
es_gsd-ud-train_79.graphml,3,3,2,2,3,3
es_gsd-ud-train_10344.graphml,0,0,0,0,0,0
es_gsd-ud-train_3765.graphml,1,1,1,1,1,1
es_gsd-ud-train_6143.graphml,0,1,0,0,1,1
es_gsd-ud-train_4723.graphml,1,1,4,4,1,1
es_gsd-ud-train_12524.graphml,0,0,0,0,0,0
es_gsd-ud-train_1105.graphml,0,0,0,0,0,0
es_gsd-ud-train_5229.graphml,1,0,1,1,1,1
es_gsd-ud-train_13146.graphml,1,1,1,1,1,1
es_gsd-ud-train_5341.graphml,0,0,0,0,0,0
es_gsd-ud-train_14100.graphml,1,1,1,1,1,1
es_gsd-ud-train_7521.graphml,0,0,0,0,0,0
es_gsd-ud-train_11726.graphml,0,1,0,0,0,0
es_gsd-ud-train_2307.graphml,0,0,1,0,0,0
es_gsd-ud-train_4733.graphml,1,1,3,0,1,1
es_gsd-ud-train_5239.graphml,4,4,3,3,4,4
es_gsd-ud-train_12534.graphml,1,1,1,1,1,1
es_gsd-ud-train_1115.graphml,2,1,2,2,2,1
es_gsd-ud-train_10354.graphml,3,3,3,3,3,3
es_gsd-ud-train_3775.graphml,0,0,1,0,0,0
es_gsd-ud-train_14078.graphml,0,0,1,1,0,0
es_gsd-ud-train_352.graphml,0,0,0,0,0,0
es_gsd-ud-train_69.graphml,0,0,1,1,0,0
es_gsd-ud-train_7459.graphml,0,0,0,0,0,0
es_gsd-ud-train_6153.graphml,0,0,0,0,0,0
es_gsd-ud-train_7364.graphml,0,1,0,0,0,1
es_gsd-ud-train_4997.graphml,1,1,4,4,1,1
es_gsd-ud-train_3048.graphml,1,1,1,1,1,1
es_gsd-ud-train_10469.graphml,0,0,1,1,0,0
es_gsd-ud-train_2542.graphml,0,0,0,0,0,0
es_gsd-ud-train_11163.graphml,1,1,1,1,1,1
es_gsd-ud-train_8097.graphml,1,1,1,1,1,1
es_gsd-ud-train_13703.graphml,0,0,1,0,0,0
es_gsd-ud-train_1628.graphml,1,1,2,1,1,1
es_gsd-ud-train_12209.graphml,0,0,0,0,0,0
es_gsd-ud-train_5504.graphml,1,1,1,1,1,1
es_gsd-ud-train_3130.graphml,0,0,0,0,0,0
es_gsd-ud-train_10511.graphml,0,0,0,0,0,0
es_gsd-ud-train_517.graphml,0,0,0,0,0,0
es_gsd-ud-train_6716.graphml,0,0,0,0,0,0
es_gsd-ud-train_4176.graphml,0,0,0,0,0,0
es_gsd-ud-train_1750.graphml,0,0,1,1,0,0
es_gsd-ud-train_8876.graphml,1,2,4,0,2,2
es_gsd-ud-train_12371.graphml,0,0,0,0,0,0
es_gsd-ud-train_11982.graphml,0,0,0,0,0,0
es_gsd-ud-train_13713.graphml,1,1,0,0,1,1
es_gsd-ud-train_5514.graphml,0,0,0,0,0,0
es_gsd-ud-train_1638.graphml,1,0,1,1,0,0
es_gsd-ud-train_12219.graphml,0,0,0,0,0,0
es_gsd-ud-train_3058.graphml,0,1,0,0,1,1
es_gsd-ud-train_10479.graphml,0,0,0,0,0,0
es_gsd-ud-train_7374.graphml,0,0,0,0,0,0
es_gsd-ud-train_4987.graphml,1,1,1,1,1,1
es_gsd-ud-train_2552.graphml,2,2,2,2,2,2
es_gsd-ud-train_11173.graphml,1,1,3,1,1,1
es_gsd-ud-train_8087.graphml,4,4,8,4,4,4
es_gsd-ud-train_4166.graphml,0,0,0,0,0,0
es_gsd-ud-train_1740.graphml,1,3,8,8,1,3
es_gsd-ud-train_12361.graphml,1,0,1,1,1,1
es_gsd-ud-train_8866.graphml,1,3,1,1,4,3
es_gsd-ud-train_11992.graphml,1,0,1,1,1,1
es_gsd-ud-train_507.graphml,0,0,0,0,0,0
es_gsd-ud-train_3120.graphml,0,0,4,4,0,0
es_gsd-ud-train_10501.graphml,0,0,1,0,0,0
es_gsd-ud-train_6706.graphml,0,0,0,0,0,0
es_gsd-ud-train_5662.graphml,0,1,0,0,0,1
es_gsd-ud-train_4368.graphml,1,0,1,1,0,0
es_gsd-ud-train_13465.graphml,2,2,1,1,2,2
es_gsd-ud-train_11205.graphml,1,1,3,0,1,1
es_gsd-ud-train_2624.graphml,1,1,1,1,1,1
es_gsd-ud-train_6508.graphml,0,0,0,0,0,0
es_gsd-ud-train_709.graphml,1,1,1,1,1,1
es_gsd-ud-train_7002.graphml,0,1,0,0,1,1
es_gsd-ud-train_12017.graphml,0,0,0,0,0,0
es_gsd-ud-train_1436.graphml,2,0,2,2,0,1
es_gsd-ud-train_4210.graphml,1,1,0,0,1,1
es_gsd-ud-train_6470.graphml,1,1,0,0,1,1
es_gsd-ud-train_8289.graphml,1,1,1,1,1,1
es_gsd-ud-train_9783.graphml,0,0,3,0,0,0
es_gsd-ud-train_10677.graphml,1,1,1,1,1,1
es_gsd-ud-train_3256.graphml,1,1,4,0,1,1
es_gsd-ud-train_671.graphml,4,4,0,0,4,4
es_gsd-ud-train_6518.graphml,0,1,0,0,1,1
es_gsd-ud-train_11215.graphml,1,1,1,1,1,1
es_gsd-ud-train_2634.graphml,1,1,2,0,1,1
es_gsd-ud-train_719.graphml,2,1,1,1,1,1
es_gsd-ud-train_7012.graphml,0,0,0,0,0,0
es_gsd-ud-train_5672.graphml,1,0,0,0,0,1
es_gsd-ud-train_13475.graphml,1,1,2,1,1,1
es_gsd-ud-train_4378.graphml,1,1,1,1,1,1
es_gsd-ud-train_8299.graphml,1,1,0,0,1,1
es_gsd-ud-train_6460.graphml,0,0,0,0,0,0
es_gsd-ud-train_661.graphml,2,2,2,2,2,2
es_gsd-ud-train_9793.graphml,1,1,1,1,1,1
es_gsd-ud-train_10667.graphml,2,1,2,2,2,1
es_gsd-ud-train_3246.graphml,0,0,3,0,0,0
es_gsd-ud-train_12007.graphml,0,1,0,0,1,1
es_gsd-ud-train_1426.graphml,1,1,1,1,1,1
es_gsd-ud-train_4200.graphml,0,1,0,0,1,1
es_gsd-ud-train_5037.graphml,2,1,3,3,2,2
es_gsd-ud-train_13230.graphml,0,0,0,0,0,0
es_gsd-ud-train_9937.graphml,0,0,0,0,0,0
es_gsd-ud-train_2071.graphml,1,1,2,1,1,1
es_gsd-ud-train_11450.graphml,3,2,0,0,1,2
es_gsd-ud-train_7657.graphml,2,2,2,2,2,2
es_gsd-ud-train_2890.graphml,1,1,3,1,1,1
es_gsd-ud-train_1263.graphml,0,2,2,0,2,2
es_gsd-ud-train_12642.graphml,2,1,2,2,2,2
es_gsd-ud-train_4445.graphml,1,2,2,2,1,2
es_gsd-ud-train_13348.graphml,4,2,4,4,2,2
es_gsd-ud-train_2109.graphml,0,0,0,0,0,0
es_gsd-ud-train_11528.graphml,1,1,1,1,1,1
es_gsd-ud-train_6225.graphml,4,4,4,4,3,4
es_gsd-ud-train_3403.graphml,1,0,1,1,1,1
es_gsd-ud-train_10022.graphml,0,0,0,0,0,0
es_gsd-ud-train_2061.graphml,1,1,2,1,1,1
es_gsd-ud-train_11440.graphml,1,1,1,1,1,1
es_gsd-ud-train_7647.graphml,1,1,1,1,1,1
es_gsd-ud-train_5027.graphml,2,2,2,2,2,2
es_gsd-ud-train_9927.graphml,0,0,0,0,0,0
es_gsd-ud-train_13220.graphml,2,2,2,2,2,2
es_gsd-ud-train_6235.graphml,0,0,0,0,0,0
es_gsd-ud-train_2119.graphml,0,1,2,0,1,1
es_gsd-ud-train_11538.graphml,1,1,1,1,1,1
es_gsd-ud-train_3413.graphml,0,0,0,0,0,0
es_gsd-ud-train_10032.graphml,0,0,1,1,0,0
es_gsd-ud-train_2880.graphml,2,2,2,2,2,2
es_gsd-ud-train_1273.graphml,3,3,1,1,3,3
es_gsd-ud-train_12652.graphml,2,2,1,1,2,2
es_gsd-ud-train_13358.graphml,0,0,0,0,0,0
es_gsd-ud-train_4455.graphml,1,1,1,1,1,1
es_gsd-ud-train_2013.graphml,2,2,0,0,2,2
es_gsd-ud-train_11432.graphml,2,1,0,0,1,1
es_gsd-ud-train_3519.graphml,8,4,8,8,3,4
es_gsd-ud-train_10138.graphml,0,0,0,0,0,0
es_gsd-ud-train_7635.graphml,0,0,1,0,0,0
es_gsd-ud-train_5055.graphml,1,1,1,1,1,1
es_gsd-ud-train_1379.graphml,1,0,1,1,1,0
es_gsd-ud-train_12758.graphml,1,1,1,0,1,1
es_gsd-ud-train_13252.graphml,0,0,0,0,0,0
es_gsd-ud-train_9955.graphml,0,0,0,0,0,0
es_gsd-ud-train_6247.graphml,1,1,0,0,1,1
es_gsd-ud-train_3461.graphml,2,2,2,2,2,2
es_gsd-ud-train_10040.graphml,0,0,1,1,0,0
es_gsd-ud-train_1201.graphml,0,0,0,0,0,0
es_gsd-ud-train_12620.graphml,0,1,0,0,0,0
es_gsd-ud-train_4427.graphml,0,0,1,0,0,0
es_gsd-ud-train_1369.graphml,1,1,1,1,1,1
es_gsd-ud-train_12748.graphml,0,0,0,0,0,0
es_gsd-ud-train_5045.graphml,1,2,5,5,1,3
es_gsd-ud-train_9945.graphml,0,1,0,0,0,1
es_gsd-ud-train_13242.graphml,1,0,1,1,1,1
es_gsd-ud-train_2003.graphml,1,0,2,1,1,0
es_gsd-ud-train_11422.graphml,0,1,0,0,0,0
es_gsd-ud-train_7625.graphml,1,1,1,1,1,1
es_gsd-ud-train_3509.graphml,3,2,3,3,3,2
es_gsd-ud-train_10128.graphml,0,1,0,0,1,1
es_gsd-ud-train_1211.graphml,0,0,1,0,0,0
es_gsd-ud-train_12630.graphml,1,1,0,0,1,1
es_gsd-ud-train_4437.graphml,0,0,0,0,0,0
es_gsd-ud-train_6257.graphml,0,0,0,0,0,0
